,image_names,Area,small_objects_threshold,dq_metrics,sq_metrics,pq_metrics,precision_metrics,recall_metrics,dice_list,aji_list,aji_plus_list,prec_d_metrics,rec_d_metrics,f1_d_metrics
0,ID10_Aud_Cortex_Tursiops_1,Auditory Cortex,20,0.7142856938775517,0.812487702502499,0.5803483423489753,0.7352940960207619,0.6944444251543216,0.8864441999394351,0.6748290863471206,0.6905221104359744,0.7352941176470589,0.6944444444444444,0.7142857142857143
1,ID10_Aud_Cortex_Tursiops_10,Auditory Cortex,20,0.7540983359312021,0.780538804089549,0.5886030132936595,0.7666666411111119,0.7419354599375658,0.7891345020588223,0.5601459277696562,0.5972329827783914,0.7333333333333333,0.7096774193548387,0.7213114754098361
2,ID10_Aud_Cortex_Tursiops_11,Auditory Cortex,20,0.8474575983912678,0.7914178087535071,0.6706930355303268,0.8620689357907263,0.8333333055555564,0.882880668496812,0.6560043867066345,0.6734190230670006,0.8275862068965517,0.8,0.8135593220338984
3,ID10_Aud_Cortex_Tursiops_12,Auditory Cortex,20,0.7222222021604945,0.765186399754173,0.5526346066937193,0.7878787640036738,0.6666666495726501,0.8438542639234049,0.6045432575539349,0.6647411685553498,0.7272727272727273,0.6153846153846154,0.6666666666666666
4,ID10_Aud_Cortex_Tursiops_13,Auditory Cortex,20,0.9230768757396474,0.7672686199714498,0.7082479205763167,0.8571428163265326,0.9999999444444475,0.8560394192494287,0.745873052605005,0.745873052605005,0.8571428571428571,1.0,0.9230769230769231
5,ID10_Aud_Cortex_Tursiops_14,Auditory Cortex,20,0.8437499736328133,0.8155531526348794,0.6881229510318373,0.9310344506539844,0.7714285493877557,0.8946713294472959,0.5874432440435695,0.7027654419960875,0.9310344827586207,0.7714285714285715,0.84375
6,ID10_Aud_Cortex_Tursiops_15,Auditory Cortex,20,0.7777777489711944,0.7995708238128902,0.6218883954882333,0.7777777489711944,0.7777777489711944,0.8654518949806522,0.6957236841287918,0.7312302838194031,0.7037037037037037,0.7037037037037037,0.7037037037037037
7,ID10_Aud_Cortex_Tursiops_16,Auditory Cortex,20,0.9411764336793556,0.8170888627510291,0.7690247818431339,0.9599999616000015,0.9230768875739658,0.9021332746204725,0.8217147434800061,0.8217147434800061,0.96,0.9230769230769231,0.9411764705882353
8,ID10_Aud_Cortex_Tursiops_2,Auditory Cortex,20,0.7843136947327962,0.7431476664851071,0.5828608920329902,0.7692307396449716,0.7999999680000013,0.8376451741419587,0.7128631836430415,0.7187499999010531,0.7692307692307693,0.8,0.7843137254901961
9,ID10_Aud_Cortex_Tursiops_3,Auditory Cortex,20,0.769230749506904,0.8085909328081696,0.621993009288515,0.769230749506904,0.769230749506904,0.868971154918313,0.7055827619289341,0.7102057119322742,0.7948717948717948,0.7948717948717948,0.7948717948717948
10,ID10_Aud_Cortex_Tursiops_4,Auditory Cortex,20,0.7777777489711944,0.7909571197220499,0.6151888481101555,0.7499999732142867,0.8076922766272201,0.8828758041112372,0.7741434365431825,0.7753269397754727,0.7857142857142857,0.8461538461538461,0.8148148148148148
11,ID10_Aud_Cortex_Tursiops_5,Auditory Cortex,20,0.6829267959547904,0.836864837348446,0.571517422017601,0.6666666349206364,0.6999999650000017,0.8974338728071509,0.7896422106655099,0.7974737438550278,0.8095238095238095,0.85,0.8292682926829268
12,ID10_Aud_Cortex_Tursiops_6,Auditory Cortex,20,0.8732394120214251,0.789436451930776,0.6893670231123109,0.8611110871913588,0.885714260408164,0.8595308086426001,0.7069887339405204,0.7211309523094116,0.7777777777777778,0.8,0.7887323943661971
13,ID10_Aud_Cortex_Tursiops_7,Auditory Cortex,20,0.7719297974761474,0.7849874056291138,0.6059551690486082,0.8461538136094686,0.7096773964620194,0.8874030488842335,0.5502737679981522,0.6978090588378012,0.8846153846153846,0.7419354838709677,0.8070175438596491
14,ID10_Aud_Cortex_Tursiops_8,Auditory Cortex,20,0.7636363358677696,0.8071866600449151,0.6163970634380419,0.7777777489711944,0.7499999732142867,0.847410604127049,0.7051699439112944,0.7118733508295682,0.7777777777777778,0.75,0.7636363636363637
15,ID10_Aud_Cortex_Tursiops_9,Auditory Cortex,20,0.8214285420918378,0.7854010622230391,0.6451508494992517,0.8518518203017844,0.7931034209274682,0.8825439479967224,0.5484478548623336,0.6710637102936604,0.8518518518518519,0.7931034482758621,0.8214285714285714
16,ID14_Aud_Cortex_Tursiops_1,Auditory Cortex,20,0.6666666495726501,0.8091646074761155,0.5394430578188705,0.7027026837107383,0.6341463259964311,0.8068853598697759,0.5455330506715707,0.6466882992320396,0.5945945945945946,0.5365853658536586,0.5641025641025641
17,ID14_Aud_Cortex_Tursiops_10,Auditory Cortex,20,0.788732372148384,0.8326297307331085,0.6567220226423949,0.8484848227731873,0.7368420858725767,0.899219175553876,0.7199532402484143,0.7553589926882334,0.9393939393939394,0.8157894736842105,0.8732394366197183
18,ID14_Aud_Cortex_Tursiops_11,Auditory Cortex,20,0.8124999746093758,0.8077475209329967,0.6562948402488461,0.8666666377777787,0.7647058598615925,0.9035688026184283,0.7968812474213434,0.8091681161558203,0.9,0.7941176470588235,0.84375
19,ID14_Aud_Cortex_Tursiops_12,Auditory Cortex,20,0.7999999786666673,0.7981941145940665,0.6385552746471126,0.9090908815427007,0.714285697278912,0.8622508390395061,0.636069223698404,0.7285105374463047,0.9393939393939394,0.7380952380952381,0.8266666666666667
