,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,20,0.8134898602823308,0.8656656052554893,0.7046311789641124,0.7785052819032657,0.8678413605131001,0.8835403941963564,0.740162257365989,0.7603671570485389,0.9907282353442786,0.8285928143712575,0.8112118713932399,0.846734869490391
