,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,20,0.8166102160567482,0.8689427086466823,0.7101836565242472,0.7897532079266216,0.861804220635546,0.8899477193524794,0.742790962975697,0.7664573628573584,0.9906876658915513,0.8247471183251,0.8118747684327529,0.8380342288937757
