,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,20,0.821643004180184,0.870018792430286,0.715172696968484,0.7926168078445817,0.8678251424152468,0.8894415021787139,0.7558767807787742,0.7735123350411789,0.9913696712860474,0.8328566740119087,0.8171113155473781,0.8492207668037097
