,image_names,Area,small_objects_threshold,dq_metrics,sq_metrics,pq_metrics,precision_metrics,recall_metrics,dice_list,aji_list,aji_plus_list,prec_d_metrics,rec_d_metrics,f1_d_metrics
942,pannuke_colon_fold3_2656,colon,50,0.0,0.0,0.0,0.0,0.0,0.8187919435611009,0.3567251451557744,0.3484162880162159,0,0,0
943,pannuke_colon_fold3_2664,colon,50,0.7986111055652007,0.8306565021052341,0.6633715074911835,0.9199999926400001,0.7055214680642855,0.8800077041432972,0.6263867648929129,0.6941852117504997,0,0,0
944,pannuke_colon_fold3_2668,colon,50,0.8780487590719815,0.7793986043135163,0.6843499773399173,0.9473683961218844,0.8181817995867773,0.8831222752384006,0.673908813757448,0.7040469788662765,0,0,0
945,pannuke_colon_fold3_2671,colon,50,0.7916666336805569,0.7757413444341643,0.6141285387550243,0.9047618616780065,0.7037036776406045,0.8803070838152666,0.6563177520894703,0.6909913453293675,0,0,0
946,pannuke_colon_fold3_2677,colon,50,0.5925925706447196,0.802368167012322,0.4754774146933236,0.66666663888889,0.5333333155555561,0.6798975671852381,0.44585295179675094,0.4440677965759578,0,0,0
947,pannuke_colon_fold3_2681,colon,50,0.6373626233546676,0.7674459157741852,0.48914134216065996,0.7837837626004389,0.5370370270919069,0.7839683401573692,0.5191958965587692,0.5353547387540742,0,0,0
948,pannuke_colon_fold3_2684,colon,50,0.499999750000125,0.6520140000006521,0.3260068369969075,0.499999750000125,0.499999750000125,0.5774336276798301,0.4059097971914311,0.4059097971914311,0,0,0
949,pannuke_colon_fold3_2689,colon,50,0.0,0.0,0.0,0.0,0.0,0.7692307669549385,0.31249999924879807,0.290076334770701,0,0,0
950,pannuke_colon_fold3_2691,colon,50,0.588235224913503,0.8222672250171739,0.48368654604697925,0.7142856122449125,0.499999950000005,0.8441823540838779,0.547957639773689,0.6384243773175681,0,0,0
951,pannuke_colon_fold3_2699,colon,50,0.6933333148444449,0.7790303334151302,0.5401276834310854,0.8124999746093758,0.6046511487290431,0.7680727819888055,0.5027707375530405,0.581216041367078,0,0,0
952,pannuke_colon_fold3_2707,colon,50,0.6666662222225186,0.7420741858797048,0.4947157941092738,0.9999990000010001,0.499999750000125,0.8346839539427195,0.7162725998382857,0.7162725998382857,0,0,0
953,pannuke_colon_fold3_2710,colon,50,0.7019867456690497,0.8103394604564291,0.5688475607330223,0.8688524447729108,0.5888888823456792,0.8177047572138866,0.5438832403888526,0.6026094474336788,0,0,0
954,pannuke_colon_fold3_2712,colon,50,0.6808510493435947,0.822871737310079,0.5602530858227541,0.8205127994740309,0.5818181712396696,0.8264497878067026,0.4873842081831767,0.5674537190684262,0,0,0
955,pannuke_colon_fold3_707,colon,50,0.8749999453125034,0.8202978350666473,0.7177605608232813,0.8749999453125034,0.8749999453125034,0.8164752030809418,0.689467455539708,0.689467455539708,0,0,0
956,pannuke_colon_fold3_708,colon,50,0.8749999453125034,0.8216676369360048,0.718959137384058,0.8749999453125034,0.8749999453125034,0.8374971695344934,0.7108729337925008,0.7108729337925008,0,0,0
957,pannuke_colon_fold3_709,colon,50,0.7469879338075197,0.8072892284778482,0.6030353127657345,0.6739130288279777,0.8378378151935726,0.7582227837120142,0.6010950854299483,0.6103763987378517,0,0,0
958,pannuke_colon_fold3_712,colon,50,0.9056603431826286,0.8230087802799001,0.7453664143906109,0.9599999616000015,0.8571428265306134,0.8659582215755964,0.7602121088071667,0.7602121088071667,0,0,0
959,pannuke_colon_fold3_713,colon,50,0.6060605693296625,0.8278194005557676,0.5017086972029684,0.6249999609375024,0.588235259515573,0.6831485434416948,0.4141675715968451,0.4657313010532218,0,0,0
960,pannuke_colon_fold3_717,colon,50,0.7096773735692017,0.8216579464569524,0.5831120534138338,0.6874999570312527,0.7333332844444478,0.7692644482520508,0.6042992260353741,0.6184233834156911,0,0,0
961,pannuke_colon_fold3_720,colon,50,0.7857142295918408,0.7907770073185748,0.6213247470842554,0.8461537810650938,0.7333332844444478,0.7722154387773416,0.6289502761040994,0.6289502761040994,0,0,0
962,pannuke_colon_fold3_723,colon,50,0.7499999531250029,0.8177054068273334,0.6132790167905615,0.7058823114186875,0.7999999466666703,0.744699733680633,0.5932443046986262,0.5932443046986262,0,0,0
963,pannuke_colon_fold3_744,colon,50,0.7111110795061742,0.7526689625869933,0.5352312384960292,0.639999974400001,0.799999960000002,0.702589457776645,0.5098872666475767,0.5265447102132184,0,0,0
964,pannuke_colon_fold3_749,colon,50,0.857142734693895,0.8680095736400469,0.7440080996903117,0.7499999062500118,0.9999998333333611,0.8541905852886938,0.7454909815904354,0.7454909815904354,0,0,0
965,pannuke_colon_fold3_757,colon,50,0.99999950000025,0.7118658012497906,0.7118654453170679,0.99999950000025,0.99999950000025,0.8763250879521532,0.7798742132233693,0.7798742132233693,0,0,0
966,pannuke_colon_fold3_760,colon,50,0.8658008583047545,0.849435679439476,0.7354421403333806,0.9009008927846767,0.833333326388889,0.886085874496973,0.7158289363866751,0.7572862063574274,0,0,0
967,pannuke_colon_fold3_769,colon,50,0.5128204865220263,0.8179952812066551,0.4194847380811186,0.5263157617728547,0.4999999750000012,0.740345110898096,0.4999421162016704,0.503582900883149,0,0,0
968,pannuke_colon_fold3_774,colon,50,0.5161289989594194,0.8496429014754181,0.4385253402114842,0.6666666111111158,0.4210526094182837,0.7648997374314417,0.35921259840634057,0.4258521821897219,0,0,0
969,pannuke_colon_fold3_775,colon,50,0.6086956257088858,0.7559600269974858,0.4601495616441408,0.6086956257088858,0.6086956257088858,0.7573062261506759,0.48169484447999605,0.5318161401141979,0,0,0
970,pannuke_colon_fold3_785,colon,50,0.7586206634958391,0.8060759810820725,0.6115058955965412,0.7096773964620194,0.8148147846364894,0.7823400888433406,0.6404647138004617,0.6404647138004617,0,0,0
971,pannuke_colon_fold3_809,colon,50,0.8076922766272201,0.844960551366704,0.6824681113935643,0.8076922766272201,0.8076922766272201,0.857908448019508,0.7484383132810465,0.7484383132810465,0,0,0
972,pannuke_colon_fold3_810,colon,50,0.7272727052341605,0.8262057845761861,0.600876916028835,0.7272727052341605,0.7272727052341605,0.8468015391912675,0.6836454431533305,0.703244646287914,0,0,0
973,pannuke_esophagus_fold1_1002,esophagus,50,0.6666665555555741,0.8756100357281734,0.5837399265287946,0.57142848979593,0.799999840000032,0.7886464928949926,0.6510457007548235,0.6510457007548235,0,0,0
