,image_names,Area,small_objects_threshold,dq_metrics,sq_metrics,pq_metrics,precision_metrics,recall_metrics,dice_list,aji_list,aji_plus_list,prec_d_metrics,rec_d_metrics,f1_d_metrics
0,ID10_Aud_Cortex_Tursiops_1,Auditory Cortex,20,0.7142856938775517,0.8382800590942379,0.5987714536738428,0.7352940960207619,0.6944444251543216,0.9115771042268072,0.7107561929132492,0.7229564717193682,0.7058823529411765,0.6666666666666666,0.6857142857142857
1,ID10_Aud_Cortex_Tursiops_10,Auditory Cortex,20,0.7457626865843157,0.8229089874052589,0.6136948172617246,0.7857142576530622,0.7096773964620194,0.8109960514928857,0.6464827420701681,0.6555254069245775,0.8928571428571429,0.8064516129032258,0.847457627118644
2,ID10_Aud_Cortex_Tursiops_11,Auditory Cortex,20,0.8064515868886585,0.8316284113196061,0.6706680520103903,0.7812499755859383,0.8333333055555564,0.8899099429706604,0.6617270398223813,0.6796665979955065,0.75,0.8,0.7741935483870968
3,ID10_Aud_Cortex_Tursiops_12,Auditory Cortex,20,0.7323943455663565,0.7863427046925718,0.5759129505941949,0.8124999746093758,0.6666666495726501,0.8585049052882061,0.6025441832780594,0.6956419867976051,0.84375,0.6923076923076923,0.7605633802816901
4,ID10_Aud_Cortex_Tursiops_13,Auditory Cortex,20,0.9444443919753115,0.8417223109060933,0.7949599161357593,0.9444443919753115,0.9444443919753115,0.8913073424863882,0.8034782606699433,0.8034782606699433,0.9444444444444444,0.9444444444444444,0.9444444444444444
5,ID10_Aud_Cortex_Tursiops_14,Auditory Cortex,20,0.7999999753846162,0.8274572170047378,0.6619657532356134,0.8666666377777787,0.7428571216326537,0.8925061424513202,0.5890903151568602,0.6974246688877672,0.8666666666666667,0.7428571428571429,0.8
6,ID10_Aud_Cortex_Tursiops_15,Auditory Cortex,20,0.7547169526521904,0.8292006312575011,0.6258117735599339,0.7692307396449716,0.7407407133058995,0.8502219212480085,0.6853019645057844,0.7183298861532665,0.7307692307692307,0.7037037037037037,0.7169811320754716
7,ID10_Aud_Cortex_Tursiops_16,Auditory Cortex,20,0.9230768875739658,0.8487194333437835,0.7834332929545196,0.9230768875739658,0.9230768875739658,0.90399057569548,0.8248018271093911,0.8248018271093911,0.9615384615384616,0.9615384615384616,0.9615384615384616
8,ID10_Aud_Cortex_Tursiops_2,Auditory Cortex,20,0.8571428221574358,0.776109276565559,0.665236495617969,0.8749999635416682,0.8399999664000013,0.8698323094081162,0.7613718935094649,0.7683499705272533,0.875,0.84,0.8571428571428571
9,ID10_Aud_Cortex_Tursiops_3,Auditory Cortex,20,0.7999999786666673,0.8233345481820626,0.6586676209811803,0.8333333101851859,0.769230749506904,0.8770802249008905,0.6025895622684415,0.7210864196818679,0.8055555555555556,0.7435897435897436,0.7733333333333333
10,ID10_Aud_Cortex_Tursiops_4,Auditory Cortex,20,0.7142856887755111,0.8157090459407433,0.5826492977201989,0.6666666444444451,0.7692307396449716,0.885861713060585,0.7727107886878775,0.7731015552815095,0.7,0.8076923076923077,0.75
11,ID10_Aud_Cortex_Tursiops_5,Auditory Cortex,20,0.8499999575000021,0.8050391633538925,0.6842832546366459,0.8499999575000021,0.8499999575000021,0.9075251508323923,0.8146327355675776,0.8247907180459992,0.95,0.95,0.95
12,ID10_Aud_Cortex_Tursiops_6,Auditory Cortex,20,0.8333333101851859,0.8258799584962447,0.6882332796292795,0.8108107888970058,0.857142832653062,0.8665231431128738,0.7511781337573381,0.7511781337573381,0.8378378378378378,0.8857142857142857,0.8611111111111112
13,ID10_Aud_Cortex_Tursiops_7,Auditory Cortex,20,0.7419354599375658,0.8449368116399137,0.6268885819622398,0.7419354599375658,0.7419354599375658,0.8895818567760749,0.7011182649157214,0.7436974788996913,0.7096774193548387,0.7096774193548387,0.7096774193548387
14,ID10_Aud_Cortex_Tursiops_8,Auditory Cortex,20,0.7547169526521904,0.8248991577455773,0.6225653785791007,0.7999999680000013,0.7142856887755111,0.8526550788667951,0.6540487565044654,0.6989975615417234,0.88,0.7857142857142857,0.8301886792452831
15,ID10_Aud_Cortex_Tursiops_9,Auditory Cortex,20,0.823529379469436,0.8150705829054495,0.6712345713639164,0.9545454111570267,0.7241379060642101,0.9167494303372816,0.4985691573609813,0.6937462892644225,0.9545454545454546,0.7241379310344828,0.8235294117647058
16,ID14_Aud_Cortex_Tursiops_1,Auditory Cortex,20,0.6849314880840689,0.8073713267496969,0.5529940442670789,0.7812499755859383,0.609756082688876,0.7938435123378805,0.5368648289159029,0.629333599697339,0.8125,0.6341463414634146,0.7123287671232876
17,ID14_Aud_Cortex_Tursiops_10,Auditory Cortex,20,0.857142832653062,0.8084679345414344,0.6929724955220155,0.937499970703126,0.7894736634349037,0.8905854800519631,0.7464194779800748,0.7692881411478173,0.9375,0.7894736842105263,0.8571428571428571
18,ID14_Aud_Cortex_Tursiops_11,Auditory Cortex,20,0.8124999746093758,0.8186514445517696,0.6651542779122417,0.8666666377777787,0.7647058598615925,0.9160590327879566,0.8180206485746145,0.8309302573073876,0.9666666666666667,0.8529411764705882,0.90625
19,ID14_Aud_Cortex_Tursiops_12,Auditory Cortex,20,0.7532467336819031,0.8032793369560202,0.605067536796287,0.8285714048979599,0.6904761740362816,0.8589600223050768,0.6284186715372796,0.7172347574751278,0.8857142857142857,0.7380952380952381,0.8051948051948052
