,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,20,0.7980787953308033,0.8676962237408165,0.6932732960947442,0.7823105527661995,0.8301591498507899,0.8805812220325802,0.7356230945153016,0.7536041171380328,0.9924617570945973,0.8213360952874158,0.8090335744759785,0.8340185486184147
