,image_names,Area,small_objects_threshold,dq_metrics,sq_metrics,pq_metrics,precision_metrics,recall_metrics,dice_list,aji_list,aji_plus_list,prec_d_metrics,rec_d_metrics,f1_d_metrics
238,ID66_Visual_Cortex_Macaque_8,Visual Cortex,20,0.8666666088888928,0.8682548514385512,0.7524874877475786,0.8666666088888928,0.8666666088888928,0.9516300226964048,0.9077234595595677,0.9077234595595677,0.9333333333333333,0.9333333333333333,0.9333333333333333
239,ID66_Visual_Cortex_Macaque_9,Visual Cortex,20,0.7826086275992499,0.8402624031758603,0.6575966061727077,0.8181817438016598,0.7499999375000053,0.9059944354686793,0.828144266210212,0.828144266210212,0.9090909090909091,0.8333333333333334,0.8695652173913043
240,ID67_Visual_Cortex_Macaque_1,Visual Cortex,20,0.7586206373365079,0.931082828615932,0.7063386488576968,0.6111110771604957,0.9999999090909174,0.9267291910450015,0.859738372014922,0.859738372014922,0.6111111111111112,1.0,0.7586206896551724
241,ID67_Visual_Cortex_Macaque_10,Visual Cortex,20,0.9729729203798421,0.9192683910967785,0.8944232510983113,0.9999999444444475,0.9473683711911383,0.9687668281740816,0.932027050378704,0.932027050378704,1.0,0.9473684210526315,0.972972972972973
242,ID67_Visual_Cortex_Macaque_11,Visual Cortex,20,0.57142848979593,0.9421300692570903,0.538359962666914,0.4999999375000079,0.6666665555555741,0.8499446288967407,0.7390467017960889,0.7390467017960889,0.75,1.0,0.8571428571428571
243,ID67_Visual_Cortex_Macaque_12,Visual Cortex,20,0.8275861498216449,0.8645594492826247,0.7154974259237291,0.7999999466666703,0.8571427959183717,0.9069373941772852,0.8297213621123386,0.8297213621123386,0.8666666666666667,0.9285714285714286,0.896551724137931
244,ID67_Visual_Cortex_Macaque_13,Visual Cortex,20,0.7999999200000081,0.9327987065031198,0.7462388905786068,0.7999999200000081,0.7999999200000081,0.9169966493362018,0.8467163548239746,0.8467163548239746,1.0,1.0,1.0
245,ID67_Visual_Cortex_Macaque_14,Visual Cortex,20,0.9473683711911383,0.8625824709869514,0.8171833505569355,0.8999999550000022,0.9999999444444475,0.900178683493496,0.809894239943196,0.809894239943196,0.9,1.0,0.9473684210526315
246,ID67_Visual_Cortex_Macaque_15,Visual Cortex,20,0.6956521134215554,0.8538759260537365,0.5940005925590696,0.5714285306122479,0.8888887901234679,0.6935618728372113,0.5308799999150592,0.5308799999150592,0.6428571428571429,1.0,0.782608695652174
247,ID67_Visual_Cortex_Macaque_16,Visual Cortex,20,0.8823528892733594,0.8357722299845628,0.7374460419013176,0.8823528892733594,0.8823528892733594,0.9097959871348398,0.7447552446867174,0.7755713001920396,0.7058823529411765,0.7058823529411765,0.7058823529411765
