,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,20,0.8146971986564213,0.8636402635528639,0.7039196115881998,0.7827041359520779,0.8661115446347833,0.8809438501517329,0.7381496899043869,0.7571547277623973,0.9910780098150892,0.8267389171766245,0.8082754841066861,0.8460655894444976
