,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,20,0.8147722988745464,0.8621819004873423,0.7027340503694034,0.7798409564195331,0.8671432594875221,0.8810860409307804,0.7415627251288499,0.7590772672134762,0.9911339298715511,0.824774816603213,0.8016969040527123,0.8492207668037097
