,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d
0,80,0.8125803481559529,0.8716085092113443,0.7096158212899022,0.8371814339568915,0.8128636377715649,0.875519235747363,0.7401914860784534,0.7614417091626877,0.9828569235608882,0.8425314044174554,0.8641914997557401,0.8219305378092694
