,small_objects_threshold,dq,sq,pq,precision,recall,dice,aji,aji_plus,r2,f1_d,prec_d,rec_d,multi_pq+,multi_pq,pq+_Neutrophil,r2_Neutrophil,pq_Neutrophil,f1_Neutrophil,prec_Neutrophil,rec_Neutrophil,pq+_Epithelial,r2_Epithelial,pq_Epithelial,f1_Epithelial,prec_Epithelial,rec_Epithelial,pq+_Lymphocyte,r2_Lymphocyte,pq_Lymphocyte,f1_Lymphocyte,prec_Lymphocyte,rec_Lymphocyte,pq+_Plasma,r2_Plasma,pq_Plasma,f1_Plasma,prec_Plasma,rec_Plasma,pq+_Eosinophil,r2_Eosinophil,pq_Eosinophil,f1_Eosinophil,prec_Eosinophil,rec_Eosinophil,pq+_Connective,r2_Connective,pq_Connective,f1_Connective,prec_Connective,rec_Connective
0,26,0.806329312670191,0.8067654234546867,0.6524800742374429,0.8161132761373041,0.8027617472636898,0.826994133080095,0.6489544806708972,0.6617127087509547,0.8093612996818309,0.8111632629698022,0.8222419551770416,0.8003791450573629,0.5005950508953861,0.5025212925928436,0.32120120478598974,0.6946679190089387,0.28362664490268275,0.35772357723577236,0.3657289002557545,0.35006119951040393,0.6105650647383143,0.9639130276738151,0.59925804191002,0.7594615597616857,0.7654854508787093,0.7535317368878175,0.6632640443341937,0.9617027840435358,0.5667160773708091,0.6538142237800941,0.6731244064577397,0.6355810616929699,0.4700065460496888,0.6813549437234807,0.341591072549511,0.39100841841303957,0.5376847290640394,0.3072051787222066,0.3650470770757861,0.6606037497237254,0.31027673289824603,0.4058679706601467,0.42203389830508475,0.39089481946624804,0.5734863683883441,0.8939253739174889,0.5337238487595103,0.6342652515316248,0.6012433029323954,0.6711253138552842
